"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
189;189;U562S181112112136;U562S181112112136;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;1I-L;1I-L;77,55;77,55;77,55;77,55;Nee;Nee;Nee;Nee;;;;;2;2;Dwarsscheuren;Dwarsscheuren;3;3;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;BB;BB;;;Ja;Ja;Ja;Ja;;;;;UP-009;UP-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;190;U562S181112113107;U562S181112113107;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;"1R-L; 2R-L";"1R-L; 2R-L";71,8;71,8;71,8;71,8;Nee;Nee;Nee;Nee;;;;;2;2;Gaten;Gaten;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;Ja;Ja;Ja;Ja;;;;;UP-009;UP-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;191;U562S181112114218;U562S181112114218;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;2R-L;2R-L;69,8;69,8;69,8;69,8;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;Ja;Ja;Ja;Ja;;;;;UP-009;UP-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;192;U562S181112114811;U562S181112114811;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;2R-L;2R-L;69,59;69,59;69,59;69,59;Nee;Nee;Nee;Nee;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;Ja;Ja;Ja;Ja;;;;;UP-009;UP-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;193;U562S181112115153;U562S181112115153;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;1R-L;1R-L;58,95;58,95;58,95;58,95;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOAB+;ZOAB+;Ja;Ja;;;;;;;;;;;KA;KA;"Afgieten reomix / bitumen";"Afgieten reomix / bitumen";Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;"? 10.900,00";"? 10.900,00";;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;194;U562S181112120813;U562S181112120813;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;1I-L;1I-L;48,07;48,07;48,07;48,07;Ja;Ja;Ja;Ja;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;195;U562S181112122903;U562S181112122903;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;2R-R;2R-R;76,08;76,08;76,08;76,08;Nee;Nee;Nee;Nee;;;;;3;3;"Gat en rafeling";"Gat en rafeling";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;196;U562S181112012340;U562S181112012340;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;1R-R;1R-R;79,35;79,35;79,35;79,35;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;197;U562S181112013053;U562S181112013053;;;19-11-2018;19-11-2018;Open;Open;;;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;2R-R;2R-R;82,62;82,62;82,62;82,62;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;1;1;;;;;;;DAD;DAD;;;;;31-12-2018;31-12-2018;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;198;U562S181112013937;U562S181112013937;;;19-11-2018;19-11-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;2R-R;2R-R;86;86;86;86;Ja;Ja;Ja;Ja;;;;;3;3;"Gaten van boorkernen";"Gaten van boorkernen";;;;;;;;;ZOAB;ZOAB;;;;;30-4-2019;30-4-2019;;;;;;;KA;KA;"Afgieten reomix / bitumen";"Afgieten reomix / bitumen";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;199;U562S181112091143;U562S181112091143;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;1I-R;1I-R;95,75;95,75;95,75;95,75;Ja;Ja;Ja;Ja;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;200;U562S181112092713;U562S181112092713;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;"1R-R, 2R-R, 3R-R";"1R-R, 2R-R, 3R-R";107,4;107,4;107,4;107,4;Ja;Ja;Ja;Ja;;;;;1;1;Dwarsscheur;Dwarsscheur;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;201;U562S181112094124;U562S181112094124;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;1I-R;1I-R;107,41;107,41;107,41;107,41;Ja;Ja;Ja;Ja;;;;;2;2;Rafeling;Rafeling;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;RB;RB;;;Ja;Ja;Ja;Ja;;;;;UP-007;UP-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;202;U562S181112094526;U562S181112094526;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;"2R-R, 3R-R";"2R-R, 3R-R";107,48;107,48;107,48;107,48;Ja;Ja;Ja;Ja;;;;;2;2;Dwarsscheuren;Dwarsscheuren;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;203;U562S181115113118;U562S181115113118;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;d;d;1R-L;1R-L;84,525;84,525;84,525;84,525;Nee;Nee;Ja;Ja;;;;;2;2;Langsscheur;Langsscheur;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;204;U562S181115113645;U562S181115113645;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;d;d;1R-L;1R-L;84,1;84,1;84,1;84,1;Nee;Nee;Ja;Ja;;;;;2;2;Langsscheur;Langsscheur;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;205;U562S181115114120;U562S181115114120;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1U-L/1R-L;1U-L/1R-L;79,5;79,5;79,4;79,4;Nee;Nee;Nee;Nee;;;;;2;2;"Langs- en dwarsscheuren en rafeling";"Langs- en dwarsscheuren en rafeling";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;Ja;Ja;Ja;Ja;;;;;UP-009;UP-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;206;U562S181115114942;U562S181115114942;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1R-L;1R-L;79,35;79,35;79,35;79,35;Nee;Nee;Nee;Nee;;;;;2;2;Rafeling;Rafeling;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;207;U562S181115115717;U562S181115115717;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;d;d;1R-L;1R-L;69,3;69,3;69,3;69,3;Nee;Nee;Nee;Nee;;;;;3;3;"Langs- en dwarsscheuren, rafeling en gaten";"Langs- en dwarsscheuren, rafeling en gaten";2;2;;;;;;;SMA;SMA;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;208;U562S181115121352;U562S181115121352;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRR;HRR;b;b;1R-R;1R-R;69,95;69,95;69,95;69,95;Nee;Nee;Nee;Nee;;;;;3;3;Dwarsscheuren;Dwarsscheuren;;;;;;;;;SMA;SMA;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;209;U562S181115010927;U562S181115010927;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRR;HRR;a;a;1R-R;1R-R;69,63;69,63;69,9;69,9;Nee;Nee;Nee;Nee;;;;;3;3;Dwarsscheuren;Dwarsscheuren;;;;;;;;;SMA;SMA;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;210;U562S181115011535;U562S181115011535;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRR;HRR;a;a;1R-R;1R-R;79,78;79,78;79,78;79,78;Nee;Nee;Nee;Nee;;;;;3;3;"Dwarsscheuren en gaten";"Dwarsscheuren en gaten";;;;;;;;;SMA;SMA;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-008;HB-008;29-11-2018;29-11-2018;HB-008;HB-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;211;U562S181115013233;U562S181115013233;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRR;HRR;a;a;ALL;ALL;84,18;84,18;84,18;84,18;Nee;Nee;Ja;Ja;;;;;2;2;"Dwars- en langsscheuren";"Dwars- en langsscheuren";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;212;U562S181115112240;U562S181115112240;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1R-L;1R-L;84,21;84,21;84,21;84,21;Nee;Nee;Ja;Ja;;;;;1;1;Langsscheur;Langsscheur;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;213;U562S181115014101;U562S181115014101;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRR;HRR;b;b;ALL;ALL;95,37;95,37;95,37;95,37;Ja;Ja;Ja;Ja;;;;;2;2;Rafeling;Rafeling;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;214;U562S181115020200;U562S181115020200;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1R-L;1R-L;105,1;105,1;105,1;105,1;Ja;Ja;Ja;Ja;;;;;3;3;"Rafeling en gaten";"Rafeling en gaten";;;;;;;;;DAB;DAB;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;215;U562S181115022808;U562S181115022808;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1R-L;1R-L;104,975;104,975;104,975;104,975;Ja;Ja;Ja;Ja;;;;;3;3;"Rafeling en gaten";"Rafeling en gaten";;;;;;;;;DAB;DAB;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;216;U562S181115112608;U562S181115112608;;;19-11-2018;19-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;15-11-2018;15-11-2018;A1;A1;HRL;HRL;c;c;1R-L/2R-L;1R-L/2R-L;84,05;84,05;84,05;84,05;Nee;Nee;Ja;Ja;;;;;2;2;Langsscheuren;Langsscheuren;;;;;;;;;SMA;SMA;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;217;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;214,92;214,92;215,11;215,11;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";;;;;;;;;;;;;;;;;;;;;;;;;;
218;218;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;215,4;215,4;215,55;215,55;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";;;;;;;;;;;;;;;;;;;;;;;;;;
219;219;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;216,1;216,1;216,27;216,27;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";;;;;;;;;;;;;;;;;;;;;;;;;;
220;220;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;218,79;218,79;219;219;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
221;221;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;218,18;218,18;218,35;218,35;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
222;222;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;218,11;218,11;218,25;218,25;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
223;223;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1V-R;1V-R;218,65;218,65;218,75;218,75;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
224;224;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1V-R;1V-R;221,85;221,85;221,88;221,88;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
225;225;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;221,6;221,6;221,63;221,63;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
226;226;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2I-R;2I-R;221,29;221,29;221,45;221,45;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
227;227;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1U-R;1U-R;220,5;220,5;220,83;220,83;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
228;228;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;220,39;220,39;221,45;221,45;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;"ja + GMS";"ja + GMS";;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
229;229;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;219,97;219,97;220,21;220,21;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;;;;;UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
230;230;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;226;226;226,15;226,15;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 4, maatregel 1";"Locatie 4, maatregel 1";;;;;;;;;;;;;;;;;;;;;;;;;;
231;231;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;225,67;225,67;225,92;225,92;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 4, maatregel 1";"Locatie 4, maatregel 1";;;;;;;;;;;;;;;;;;;;;;;;;;
232;232;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;229,4;229,4;230;230;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;"ja + GMS";"ja + GMS";;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 5, maatregel 2";"Locatie 5, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
233;233;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1U-R;1U-R;229,47;229,47;229,82;229,82;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 5, maatregel 2";"Locatie 5, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
234;234;;;;;26-11-2018;26-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;"Melding
181126-000057";"Melding
181126-000057";800;800;;;A1;A1;HRL;HRL;;;1R-L;1R-L;63,1;63,1;63,1;63,1;Nee;Nee;Nee;Nee;;;;;1;1;Scheurvorming;Scheurvorming;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;235;C-593;C-593;;;3-12-2018;3-12-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;WIS;WIS;1-12-2018;1-12-2018;A28;A28;HRR;HRR;;;3R-R;3R-R;104,48;104,48;104,48;104,48;Nee;Nee;Ja;Ja;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOABTW;ZOABTW;;;;;1-12-2022;1-12-2022;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
